nohup: ignoring input
[2023-05-13 20:51:26.895] [info] Retrieval method_name RtreeItemOnly, dataset_name yelp-32d, topk 100
[2023-05-13 20:51:26.895] [info] dataset_dir /home/zhengbian/Dataset/ReverseMIPS
[2023-05-13 20:51:26.895] [info] index_dir /home/zhengbian/reverse-k-ranks/index
[2023-05-13 20:51:30.263] [info] n_data_item 159585, n_query_item 1000, n_user 2189457, vec_dim 32
[2023-05-13 20:51:30.263] [info] input parameter: stop_time 49000s
159585 entries created
3000 entries inserted, progress 1.87988%, batch time 2.26252s, passed time 2.26252s, predicted finish time 120.315s
6000 entries inserted, progress 3.75975%, batch time 3.65317s, passed time 5.91569s, predicted finish time 157.316s
9000 entries inserted, progress 5.63963%, batch time 4.05211s, passed time 9.9678s, predicted finish time 176.726s
12000 entries inserted, progress 7.5195%, batch time 4.72394s, passed time 14.6917s, predicted finish time 195.366s
15000 entries inserted, progress 9.39938%, batch time 5.35807s, passed time 20.0498s, predicted finish time 213.296s
18000 entries inserted, progress 11.2793%, batch time 6.28437s, passed time 26.3342s, predicted finish time 233.461s
21000 entries inserted, progress 13.1591%, batch time 6.30504s, passed time 32.6392s, predicted finish time 248.023s
24000 entries inserted, progress 15.039%, batch time 7.87779s, passed time 40.517s, predicted finish time 269.402s
27000 entries inserted, progress 16.9189%, batch time 8.33654s, passed time 48.8535s, predicted finish time 288.741s
30000 entries inserted, progress 18.7988%, batch time 8.8501s, passed time 57.7037s, predicted finish time 306.944s
33000 entries inserted, progress 20.6786%, batch time 7.95975s, passed time 65.6634s, predicted finish time 317.533s
36000 entries inserted, progress 22.5585%, batch time 9.02152s, passed time 74.6849s, predicted finish time 331.063s
39000 entries inserted, progress 24.4384%, batch time 9.86695s, passed time 84.5519s, predicted finish time 345.971s
42000 entries inserted, progress 26.3183%, batch time 11.5177s, passed time 96.0696s, predicted finish time 365.021s
45000 entries inserted, progress 28.1981%, batch time 10.7135s, passed time 106.783s, predicted finish time 378.68s
48000 entries inserted, progress 30.078%, batch time 11.2827s, passed time 118.066s, predicted finish time 392.524s
51000 entries inserted, progress 31.9579%, batch time 12.4746s, passed time 130.54s, predicted finish time 408.468s
54000 entries inserted, progress 33.8378%, batch time 12.8566s, passed time 143.397s, predicted finish time 423.77s
57000 entries inserted, progress 35.7176%, batch time 14.0551s, passed time 157.452s, predicted finish time 440.817s
60000 entries inserted, progress 37.5975%, batch time 13.184s, passed time 170.636s, predicted finish time 453.842s
63000 entries inserted, progress 39.4774%, batch time 13.0751s, passed time 183.711s, predicted finish time 465.351s
66000 entries inserted, progress 41.3573%, batch time 13.9815s, passed time 197.693s, predicted finish time 478.005s
69000 entries inserted, progress 43.2371%, batch time 14.2057s, passed time 211.898s, predicted finish time 490.077s
72000 entries inserted, progress 45.117%, batch time 14.4969s, passed time 226.395s, predicted finish time 501.789s
75000 entries inserted, progress 46.9969%, batch time 15.4142s, passed time 241.81s, predicted finish time 514.516s
78000 entries inserted, progress 48.8768%, batch time 18.4394s, passed time 260.249s, predicted finish time 532.452s
81000 entries inserted, progress 50.7567%, batch time 19.3112s, passed time 279.56s, predicted finish time 550.778s
84000 entries inserted, progress 52.6365%, batch time 19.5906s, passed time 299.151s, predicted finish time 568.326s
87000 entries inserted, progress 54.5164%, batch time 20.7925s, passed time 319.943s, predicted finish time 586.868s
90000 entries inserted, progress 56.3963%, batch time 21.4228s, passed time 341.366s, predicted finish time 605.292s
93000 entries inserted, progress 58.2762%, batch time 22.3577s, passed time 363.724s, predicted finish time 624.132s
96000 entries inserted, progress 60.156%, batch time 22.2162s, passed time 385.94s, predicted finish time 641.558s
99000 entries inserted, progress 62.0359%, batch time 23.6421s, passed time 409.582s, predicted finish time 660.227s
102000 entries inserted, progress 63.9158%, batch time 20.76s, passed time 430.342s, predicted finish time 673.289s
105000 entries inserted, progress 65.7957%, batch time 20.0675s, passed time 450.41s, predicted finish time 684.552s
108000 entries inserted, progress 67.6755%, batch time 21.5108s, passed time 471.92s, predicted finish time 697.322s
111000 entries inserted, progress 69.5554%, batch time 21.9898s, passed time 493.91s, predicted finish time 710.09s
114000 entries inserted, progress 71.4353%, batch time 23.0396s, passed time 516.95s, predicted finish time 723.655s
117000 entries inserted, progress 73.3152%, batch time 22.4103s, passed time 539.36s, predicted finish time 735.667s
120000 entries inserted, progress 75.195%, batch time 22.5087s, passed time 561.869s, predicted finish time 747.209s
123000 entries inserted, progress 77.0749%, batch time 21.5673s, passed time 583.436s, predicted finish time 756.967s
126000 entries inserted, progress 78.9548%, batch time 20.8784s, passed time 604.315s, predicted finish time 765.387s
129000 entries inserted, progress 80.8347%, batch time 23.4175s, passed time 627.732s, predicted finish time 776.557s
132000 entries inserted, progress 82.7145%, batch time 22.7749s, passed time 650.507s, predicted finish time 786.442s
135000 entries inserted, progress 84.5944%, batch time 24.0581s, passed time 674.565s, predicted finish time 797.405s
138000 entries inserted, progress 86.4743%, batch time 23.8517s, passed time 698.417s, predicted finish time 807.652s
141000 entries inserted, progress 88.3542%, batch time 23.3157s, passed time 721.732s, predicted finish time 816.857s
144000 entries inserted, progress 90.234%, batch time 24.2104s, passed time 745.943s, predicted finish time 826.67s
147000 entries inserted, progress 92.1139%, batch time 25.2749s, passed time 771.218s, predicted finish time 837.238s
150000 entries inserted, progress 93.9938%, batch time 24.678s, passed time 795.896s, predicted finish time 846.748s
153000 entries inserted, progress 95.8737%, batch time 23.5393s, passed time 819.435s, predicted finish time 854.697s
156000 entries inserted, progress 97.7535%, batch time 23.7647s, passed time 843.2s, predicted finish time 862.572s
159000 entries inserted, progress 99.6334%, batch time 23.3972s, passed time 866.597s, predicted finish time 869.78s
159585 entries created
[2023-05-13 21:06:03.713] [info] finish preprocess and save the index
[2023-05-13 22:58:42.100] [info] finish queryID 628, single_query_retrieval_time 6758.39s, ip_cost 5113160725, n_proc_query 1.00
1353000 entries inserted, progress 61.7961%, batch time 937.282s, passed time 184407s, predicted finish time 298412s
1356000 entries inserted, progress 61.9332%, batch time 939.811s, passed time 185347s, predicted finish time 299269s
1359000 entries inserted, progress 62.0702%, batch time 941.939s, passed time 186289s, predicted finish time 300126s
1362000 entries inserted, progress 62.2072%, batch time 947.398s, passed time 187236s, predicted finish time 300988s
1365000 entries inserted, progress 62.3442%, batch time 946.455s, passed time 188183s, predicted finish time 301844s
1368000 entries inserted, progress 62.4812%, batch time 951.472s, passed time 189134s, predicted finish time 302705s
1371000 entries inserted, progress 62.6183%, batch time 950.078s, passed time 190084s, predicted finish time 303560s
1374000 entries inserted, progress 62.7553%, batch time 952.196s, passed time 191036s, predicted finish time 304415s
1377000 entries inserted, progress 62.8923%, batch time 954.3s, passed time 191991s, predicted finish time 305269s
1380000 entries inserted, progress 63.0293%, batch time 956.765s, passed time 192948s, predicted finish time 306123s
1383000 entries inserted, progress 63.1663%, batch time 958.554s, passed time 193906s, predicted finish time 306977s
1386000 entries inserted, progress 63.3034%, batch time 960.856s, passed time 194867s, predicted finish time 307830s
1389000 entries inserted, progress 63.4404%, batch time 962.64s, passed time 195830s, predicted finish time 308683s
1392000 entries inserted, progress 63.5774%, batch time 964.915s, passed time 196795s, predicted finish time 309535s
1395000 entries inserted, progress 63.7144%, batch time 974.014s, passed time 197769s, predicted finish time 310398s
1398000 entries inserted, progress 63.8514%, batch time 968.825s, passed time 198737s, predicted finish time 311249s
1401000 entries inserted, progress 63.9885%, batch time 971.012s, passed time 199708s, predicted finish time 312100s
1404000 entries inserted, progress 64.1255%, batch time 973.315s, passed time 200682s, predicted finish time 312951s
1407000 entries inserted, progress 64.2625%, batch time 975.871s, passed time 201658s, predicted finish time 313803s
1410000 entries inserted, progress 64.3995%, batch time 977.688s, passed time 202635s, predicted finish time 314653s
1413000 entries inserted, progress 64.5365%, batch time 983.07s, passed time 203618s, predicted finish time 315508s
1416000 entries inserted, progress 64.6736%, batch time 981.353s, passed time 204600s, predicted finish time 316357s
1419000 entries inserted, progress 64.8106%, batch time 987.219s, passed time 205587s, predicted finish time 317212s
1422000 entries inserted, progress 64.9476%, batch time 985.87s, passed time 206573s, predicted finish time 318060s
1425000 entries inserted, progress 65.0846%, batch time 991.47s, passed time 207564s, predicted finish time 318914s
1428000 entries inserted, progress 65.2217%, batch time 989.894s, passed time 208554s, predicted finish time 319762s
1431000 entries inserted, progress 65.3587%, batch time 991.966s, passed time 209546s, predicted finish time 320609s
1434000 entries inserted, progress 65.4957%, batch time 993.925s, passed time 210540s, predicted finish time 321456s
1437000 entries inserted, progress 65.6327%, batch time 995.796s, passed time 211536s, predicted finish time 322302s
1440000 entries inserted, progress 65.7697%, batch time 997.816s, passed time 212534s, predicted finish time 323148s
1443000 entries inserted, progress 65.9068%, batch time 999.727s, passed time 213533s, predicted finish time 323993s
1446000 entries inserted, progress 66.0438%, batch time 1005.71s, passed time 214539s, predicted finish time 324843s
1449000 entries inserted, progress 66.1808%, batch time 1008s, passed time 215547s, predicted finish time 325694s
1452000 entries inserted, progress 66.3178%, batch time 1006.68s, passed time 216554s, predicted finish time 326539s
1455000 entries inserted, progress 66.4548%, batch time 1008.87s, passed time 217563s, predicted finish time 327384s
1458000 entries inserted, progress 66.5919%, batch time 1010.07s, passed time 218573s, predicted finish time 328227s
1461000 entries inserted, progress 66.7289%, batch time 1012.29s, passed time 219585s, predicted finish time 329070s
1464000 entries inserted, progress 66.8659%, batch time 1014.36s, passed time 220599s, predicted finish time 329913s
1467000 entries inserted, progress 67.0029%, batch time 1020.36s, passed time 221620s, predicted finish time 330761s
1470000 entries inserted, progress 67.1399%, batch time 1018.91s, passed time 222639s, predicted finish time 331604s
1473000 entries inserted, progress 67.277%, batch time 1020.32s, passed time 223659s, predicted finish time 332445s
1476000 entries inserted, progress 67.414%, batch time 1025.97s, passed time 224685s, predicted finish time 333291s
1479000 entries inserted, progress 67.551%, batch time 1024.24s, passed time 225709s, predicted finish time 334131s
1482000 entries inserted, progress 67.688%, batch time 1026.22s, passed time 226735s, predicted finish time 334971s
1485000 entries inserted, progress 67.825%, batch time 1025.65s, passed time 227761s, predicted finish time 335806s
1488000 entries inserted, progress 67.9621%, batch time 1019.86s, passed time 228781s, predicted finish time 336630s
1491000 entries inserted, progress 68.0991%, batch time 1022.86s, passed time 229804s, predicted finish time 337455s
1494000 entries inserted, progress 68.2361%, batch time 1025.67s, passed time 230829s, predicted finish time 338280s
1497000 entries inserted, progress 68.3731%, batch time 1031.61s, passed time 231861s, predicted finish time 339111s
1500000 entries inserted, progress 68.5101%, batch time 1033.88s, passed time 232895s, predicted finish time 339942s
1503000 entries inserted, progress 68.6472%, batch time 1032.14s, passed time 233927s, predicted finish time 340767s
1506000 entries inserted, progress 68.7842%, batch time 1034.52s, passed time 234962s, predicted finish time 341592s
1509000 entries inserted, progress 68.9212%, batch time 1037.47s, passed time 235999s, predicted finish time 342418s
1512000 entries inserted, progress 69.0582%, batch time 1039.79s, passed time 237039s, predicted finish time 343245s
1515000 entries inserted, progress 69.1952%, batch time 1033.66s, passed time 238072s, predicted finish time 344059s
1518000 entries inserted, progress 69.3323%, batch time 1029.29s, passed time 239102s, predicted finish time 344863s
1521000 entries inserted, progress 69.4693%, batch time 1035.69s, passed time 240137s, predicted finish time 345674s
1524000 entries inserted, progress 69.6063%, batch time 1034.39s, passed time 241172s, predicted finish time 346480s
1527000 entries inserted, progress 69.7433%, batch time 1045.31s, passed time 242217s, predicted finish time 347298s
1530000 entries inserted, progress 69.8803%, batch time 1039.69s, passed time 243257s, predicted finish time 348105s
1533000 entries inserted, progress 70.0174%, batch time 1042.12s, passed time 244299s, predicted finish time 348912s
1536000 entries inserted, progress 70.1544%, batch time 1044.51s, passed time 245343s, predicted finish time 349719s
1539000 entries inserted, progress 70.2914%, batch time 1046.85s, passed time 246390s, predicted finish time 350527s
1542000 entries inserted, progress 70.4284%, batch time 1056.81s, passed time 247447s, predicted finish time 351345s
1545000 entries inserted, progress 70.5654%, batch time 1051.69s, passed time 248499s, predicted finish time 352153s
1548000 entries inserted, progress 70.7025%, batch time 1053.83s, passed time 249553s, predicted finish time 352961s
1551000 entries inserted, progress 70.8395%, batch time 1055.9s, passed time 250609s, predicted finish time 353769s
1554000 entries inserted, progress 70.9765%, batch time 1058.11s, passed time 251667s, predicted finish time 354577s
1557000 entries inserted, progress 71.1135%, batch time 1060.31s, passed time 252727s, predicted finish time 355385s
1560000 entries inserted, progress 71.2505%, batch time 1062.28s, passed time 253789s, predicted finish time 356192s
1563000 entries inserted, progress 71.3876%, batch time 1068.71s, passed time 254858s, predicted finish time 357006s
1566000 entries inserted, progress 71.5246%, batch time 1066.79s, passed time 255925s, predicted finish time 357813s
1569000 entries inserted, progress 71.6616%, batch time 1069.12s, passed time 256994s, predicted finish time 358621s
1572000 entries inserted, progress 71.7986%, batch time 1071.7s, passed time 258066s, predicted finish time 359429s
1575000 entries inserted, progress 71.9356%, batch time 1073.62s, passed time 259139s, predicted finish time 360237s
1578000 entries inserted, progress 72.0727%, batch time 1080.02s, passed time 260219s, predicted finish time 361051s
1581000 entries inserted, progress 72.2097%, batch time 1078.43s, passed time 261298s, predicted finish time 361859s
1584000 entries inserted, progress 72.3467%, batch time 1081.02s, passed time 262379s, predicted finish time 362668s
1587000 entries inserted, progress 72.4837%, batch time 1083.14s, passed time 263462s, predicted finish time 363477s
1590000 entries inserted, progress 72.6207%, batch time 1089.82s, passed time 264552s, predicted finish time 364292s
1593000 entries inserted, progress 72.7578%, batch time 1088.01s, passed time 265640s, predicted finish time 365101s
1596000 entries inserted, progress 72.8948%, batch time 1089.95s, passed time 266730s, predicted finish time 365910s
1599000 entries inserted, progress 73.0318%, batch time 1091.74s, passed time 267821s, predicted finish time 366718s
1602000 entries inserted, progress 73.1688%, batch time 1094.31s, passed time 268916s, predicted finish time 367527s
1605000 entries inserted, progress 73.3058%, batch time 1100.44s, passed time 270016s, predicted finish time 368342s
1608000 entries inserted, progress 73.4429%, batch time 1098.09s, passed time 271114s, predicted finish time 369149s
1611000 entries inserted, progress 73.5799%, batch time 1099.86s, passed time 272214s, predicted finish time 369957s
1614000 entries inserted, progress 73.7169%, batch time 1101.91s, passed time 273316s, predicted finish time 370764s
1617000 entries inserted, progress 73.8539%, batch time 1107.56s, passed time 274423s, predicted finish time 371576s
1620000 entries inserted, progress 73.9909%, batch time 1110s, passed time 275533s, predicted finish time 372388s
1623000 entries inserted, progress 74.128%, batch time 1107.75s, passed time 276641s, predicted finish time 373194s
1626000 entries inserted, progress 74.265%, batch time 1109.87s, passed time 277751s, predicted finish time 374000s
1629000 entries inserted, progress 74.402%, batch time 1111.89s, passed time 278863s, predicted finish time 374805s
1632000 entries inserted, progress 74.539%, batch time 1113.97s, passed time 279977s, predicted finish time 375611s
1635000 entries inserted, progress 74.676%, batch time 1115.87s, passed time 281093s, predicted finish time 376416s
1638000 entries inserted, progress 74.8131%, batch time 1118.35s, passed time 282211s, predicted finish time 377221s
1641000 entries inserted, progress 74.9501%, batch time 1124.53s, passed time 283336s, predicted finish time 378032s
1644000 entries inserted, progress 75.0871%, batch time 1122.38s, passed time 284458s, predicted finish time 378837s
1647000 entries inserted, progress 75.2241%, batch time 1124.43s, passed time 285582s, predicted finish time 379642s
1650000 entries inserted, progress 75.3612%, batch time 1126.38s, passed time 286709s, predicted finish time 380446s
1653000 entries inserted, progress 75.4982%, batch time 1132.43s, passed time 287841s, predicted finish time 381256s
1656000 entries inserted, progress 75.6352%, batch time 1130.68s, passed time 288972s, predicted finish time 382060s
1659000 entries inserted, progress 75.7722%, batch time 1129.45s, passed time 290101s, predicted finish time 382860s
1662000 entries inserted, progress 75.9092%, batch time 1129.71s, passed time 291231s, predicted finish time 383657s
1665000 entries inserted, progress 76.0463%, batch time 1136.29s, passed time 292367s, predicted finish time 384460s
1668000 entries inserted, progress 76.1833%, batch time 1134.63s, passed time 293502s, predicted finish time 385258s
1671000 entries inserted, progress 76.3203%, batch time 1140.47s, passed time 294643s, predicted finish time 386060s
1674000 entries inserted, progress 76.4573%, batch time 1144.51s, passed time 295787s, predicted finish time 386865s
1677000 entries inserted, progress 76.5943%, batch time 1146.87s, passed time 296934s, predicted finish time 387671s
1680000 entries inserted, progress 76.7314%, batch time 1148.95s, passed time 298083s, predicted finish time 388476s
1683000 entries inserted, progress 76.8684%, batch time 1155.32s, passed time 299238s, predicted finish time 389286s
1686000 entries inserted, progress 77.0054%, batch time 1153.27s, passed time 300391s, predicted finish time 390091s
1689000 entries inserted, progress 77.1424%, batch time 1155.51s, passed time 301547s, predicted finish time 390896s
1692000 entries inserted, progress 77.2794%, batch time 1161.81s, passed time 302709s, predicted finish time 391707s
1695000 entries inserted, progress 77.4165%, batch time 1159.51s, passed time 303868s, predicted finish time 392511s
1698000 entries inserted, progress 77.5535%, batch time 1161.66s, passed time 305030s, predicted finish time 393315s
1701000 entries inserted, progress 77.6905%, batch time 1167.79s, passed time 306198s, predicted finish time 394125s
1704000 entries inserted, progress 77.8275%, batch time 1165.36s, passed time 307363s, predicted finish time 394928s
1707000 entries inserted, progress 77.9645%, batch time 1167.73s, passed time 308531s, predicted finish time 395732s
1710000 entries inserted, progress 78.1016%, batch time 1169.47s, passed time 309700s, predicted finish time 396535s
1713000 entries inserted, progress 78.2386%, batch time 1171.76s, passed time 310872s, predicted finish time 397338s
1716000 entries inserted, progress 78.3756%, batch time 1173.95s, passed time 312046s, predicted finish time 398142s
1719000 entries inserted, progress 78.5126%, batch time 1184.35s, passed time 313230s, predicted finish time 398955s
1722000 entries inserted, progress 78.6496%, batch time 1177.66s, passed time 314408s, predicted finish time 399757s
1725000 entries inserted, progress 78.7867%, batch time 1180.22s, passed time 315588s, predicted finish time 400560s
1728000 entries inserted, progress 78.9237%, batch time 1182.09s, passed time 316770s, predicted finish time 401363s
1731000 entries inserted, progress 79.0607%, batch time 1188.54s, passed time 317959s, predicted finish time 402170s
1734000 entries inserted, progress 79.1977%, batch time 1186.57s, passed time 319145s, predicted finish time 402973s
1737000 entries inserted, progress 79.3347%, batch time 1192.85s, passed time 320338s, predicted finish time 403780s
1740000 entries inserted, progress 79.4718%, batch time 1190.68s, passed time 321529s, predicted finish time 404582s
1743000 entries inserted, progress 79.6088%, batch time 1192.33s, passed time 322721s, predicted finish time 405384s
1746000 entries inserted, progress 79.7458%, batch time 1194.35s, passed time 323916s, predicted finish time 406185s
1749000 entries inserted, progress 79.8828%, batch time 1196.19s, passed time 325112s, predicted finish time 406986s
1752000 entries inserted, progress 80.0198%, batch time 1202.75s, passed time 326315s, predicted finish time 407792s
1755000 entries inserted, progress 80.1569%, batch time 1200.17s, passed time 327515s, predicted finish time 408592s
1758000 entries inserted, progress 80.2939%, batch time 1202.21s, passed time 328717s, predicted finish time 409392s
1761000 entries inserted, progress 80.4309%, batch time 1204.45s, passed time 329921s, predicted finish time 410192s
1764000 entries inserted, progress 80.5679%, batch time 1206.31s, passed time 331128s, predicted finish time 410992s
1767000 entries inserted, progress 80.7049%, batch time 1212.57s, passed time 332340s, predicted finish time 411796s
1770000 entries inserted, progress 80.842%, batch time 1210.31s, passed time 333551s, predicted finish time 412596s
1773000 entries inserted, progress 80.979%, batch time 1212.32s, passed time 334763s, predicted finish time 413395s
1776000 entries inserted, progress 81.116%, batch time 1215.06s, passed time 335978s, predicted finish time 414194s
1779000 entries inserted, progress 81.253%, batch time 1217.2s, passed time 337195s, predicted finish time 414994s
1782000 entries inserted, progress 81.39%, batch time 1223.4s, passed time 338419s, predicted finish time 415798s
1785000 entries inserted, progress 81.5271%, batch time 1220.98s, passed time 339640s, predicted finish time 416597s
1788000 entries inserted, progress 81.6641%, batch time 1222.97s, passed time 340863s, predicted finish time 417396s
1791000 entries inserted, progress 81.8011%, batch time 1229.64s, passed time 342092s, predicted finish time 418200s
1794000 entries inserted, progress 81.9381%, batch time 1226.91s, passed time 343319s, predicted finish time 418998s
1797000 entries inserted, progress 82.0751%, batch time 1233.34s, passed time 344552s, predicted finish time 419801s
1800000 entries inserted, progress 82.2122%, batch time 1230.69s, passed time 345783s, predicted finish time 420598s
1803000 entries inserted, progress 82.3492%, batch time 1232.5s, passed time 347016s, predicted finish time 421395s
1806000 entries inserted, progress 82.4862%, batch time 1234.58s, passed time 348250s, predicted finish time 422192s
1809000 entries inserted, progress 82.6232%, batch time 1235.88s, passed time 349486s, predicted finish time 422987s
1812000 entries inserted, progress 82.7602%, batch time 1242.18s, passed time 350728s, predicted finish time 423788s
1815000 entries inserted, progress 82.8973%, batch time 1239.55s, passed time 351968s, predicted finish time 424583s
1818000 entries inserted, progress 83.0343%, batch time 1243.4s, passed time 353211s, predicted finish time 425380s
1821000 entries inserted, progress 83.1713%, batch time 1241.82s, passed time 354453s, predicted finish time 426172s
1824000 entries inserted, progress 83.3083%, batch time 1243.78s, passed time 355697s, predicted finish time 426964s
1827000 entries inserted, progress 83.4453%, batch time 1246.14s, passed time 356943s, predicted finish time 427756s
1830000 entries inserted, progress 83.5824%, batch time 1252.67s, passed time 358196s, predicted finish time 428554s
1833000 entries inserted, progress 83.7194%, batch time 1252.22s, passed time 359448s, predicted finish time 429348s
1836000 entries inserted, progress 83.8564%, batch time 1252.69s, passed time 360701s, predicted finish time 430140s
1839000 entries inserted, progress 83.9934%, batch time 1254.75s, passed time 361955s, predicted finish time 430933s
1842000 entries inserted, progress 84.1304%, batch time 1256.9s, passed time 363212s, predicted finish time 431725s
1845000 entries inserted, progress 84.2675%, batch time 1263.85s, passed time 364476s, predicted finish time 432523s
1848000 entries inserted, progress 84.4045%, batch time 1260.87s, passed time 365737s, predicted finish time 433314s
1851000 entries inserted, progress 84.5415%, batch time 1267.37s, passed time 367004s, predicted finish time 434111s
1854000 entries inserted, progress 84.6785%, batch time 1265.17s, passed time 368269s, predicted finish time 434903s
1857000 entries inserted, progress 84.8156%, batch time 1266.89s, passed time 369536s, predicted finish time 435694s
1860000 entries inserted, progress 84.9526%, batch time 1268.89s, passed time 370805s, predicted finish time 436485s
1863000 entries inserted, progress 85.0896%, batch time 1275.46s, passed time 372081s, predicted finish time 437281s
1866000 entries inserted, progress 85.2266%, batch time 1272.93s, passed time 373354s, predicted finish time 438071s
1869000 entries inserted, progress 85.3636%, batch time 1275.17s, passed time 374629s, predicted finish time 438862s
1872000 entries inserted, progress 85.5007%, batch time 1277.31s, passed time 375906s, predicted finish time 439653s
1875000 entries inserted, progress 85.6377%, batch time 1283.74s, passed time 377190s, predicted finish time 440448s
1878000 entries inserted, progress 85.7747%, batch time 1281.46s, passed time 378471s, predicted finish time 441239s
1881000 entries inserted, progress 85.9117%, batch time 1283.94s, passed time 379755s, predicted finish time 442029s
1884000 entries inserted, progress 86.0487%, batch time 1285.4s, passed time 381041s, predicted finish time 442819s
1887000 entries inserted, progress 86.1858%, batch time 1287.18s, passed time 382328s, predicted finish time 443609s
1890000 entries inserted, progress 86.3228%, batch time 1293.76s, passed time 383622s, predicted finish time 444403s
1893000 entries inserted, progress 86.4598%, batch time 1291.11s, passed time 384913s, predicted finish time 445192s
1896000 entries inserted, progress 86.5968%, batch time 1293.28s, passed time 386206s, predicted finish time 445981s
1899000 entries inserted, progress 86.7338%, batch time 1294.96s, passed time 387501s, predicted finish time 446770s
1902000 entries inserted, progress 86.8709%, batch time 1296.83s, passed time 388798s, predicted finish time 447558s
1905000 entries inserted, progress 87.0079%, batch time 1303.17s, passed time 390101s, predicted finish time 448351s
1908000 entries inserted, progress 87.1449%, batch time 1300.74s, passed time 391402s, predicted finish time 449139s
